City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness
278,Nemuro,JP,2022-03-30 18:47:11,43.3236,145.575,33.76,80,100
279,Chumikan,RU,2022-03-30 18:47:11,54.7183,135.315,4.51,87,9
280,Tura,IN,2022-03-30 18:47:12,25.5198,90.2201,73.0,69,100
281,Vilhena,BR,2022-03-30 18:47:12,-12.7406,-60.1458,80.82,69,40
282,Gannan,CN,2022-03-30 18:47:13,47.9147,123.5031,27.95,44,3
283,Kurilsk,RU,2022-03-30 18:47:13,45.2333,147.8833,30.0,85,100
284,Huadian,CN,2022-03-30 18:47:14,42.9633,126.7478,31.48,54,83
285,Nelson Bay,AU,2022-03-30 18:44:41,-32.7167,152.15,69.85,94,67
286,San Andres,CO,2022-03-30 18:43:29,12.5847,-81.7006,87.82,62,40
287,Zapolyarnyy,RU,2022-03-30 18:47:15,69.4154,30.8136,25.88,96,100
288,Saint-Francois,FR,2022-03-30 18:47:15,46.4154,3.9054,49.68,81,100
289,Sobolevo,RU,2022-03-30 18:47:16,54.4299,31.8996,31.03,80,100
290,Pontian Kecil,MY,2022-03-30 18:47:17,1.4801,103.3899,77.32,89,8
291,Pahrump,US,2022-03-30 18:47:17,36.2083,-115.9839,72.25,22,30
292,Fukue,JP,2022-03-30 18:47:18,32.6881,128.8419,61.81,96,100
293,Salta,AR,2022-03-30 18:47:19,-24.7859,-65.4117,43.57,84,100
294,Zeulenroda,DE,2022-03-30 18:47:19,50.65,11.9833,39.33,85,100
295,Tuatapere,NZ,2022-03-30 18:47:20,-46.1333,167.6833,53.94,92,97
296,Terney,RU,2022-03-30 18:47:21,45.0503,136.6092,31.15,61,4
297,Cerkezkoy,TR,2022-03-30 18:47:21,41.285,28.0003,51.98,76,75
298,Primorsko-Akhtarsk,RU,2022-03-30 18:47:21,46.0497,38.1747,50.59,65,69
299,Zenzeli,RU,2022-03-30 18:47:22,45.9241,47.0474,48.25,73,100
300,Manakara,MG,2022-03-30 18:47:23,-22.1333,48.0167,73.76,87,31
301,Perchtoldsdorf,AT,2022-03-30 18:47:23,48.119,16.2574,57.78,56,100
302,Beloha,MG,2022-03-30 18:47:07,-25.1667,45.05,71.62,79,0
303,Waingapu,ID,2022-03-30 18:47:24,-9.6567,120.2641,77.16,84,100
304,La Huacana,MX,2022-03-30 18:47:24,18.9667,-101.8167,92.95,15,33
305,Ramnagar,IN,2022-03-30 18:47:25,29.4,79.1167,72.91,14,0
306,Inirida,CO,2022-03-30 18:47:25,3.8653,-67.9239,85.66,65,100
307,Ilulissat,GL,2022-03-30 18:46:02,69.2167,-51.1,24.82,86,40
308,Phu Ly,VN,2022-03-30 18:47:26,20.5411,105.9139,72.54,95,100
309,Cairns,AU,2022-03-30 18:47:26,-16.9167,145.7667,70.07,77,100
310,Bombay,IN,2022-03-30 18:44:08,19.0144,72.8479,82.38,89,0
311,Constitucion,CL,2022-03-30 18:46:00,-35.3333,-72.4167,64.15,42,8
312,Scarborough,GB,2022-03-30 18:47:26,54.2797,-0.4044,37.17,80,100
313,Watertown,US,2022-03-30 18:44:45,42.3709,-71.1828,50.0,27,0
314,Bogashevo,RU,2022-03-30 18:47:28,56.3683,85.1447,31.98,74,75
315,Cartagena,CO,2022-03-30 18:47:28,10.3997,-75.5144,87.42,66,20
316,Fuerte,PH,2022-03-30 18:47:29,17.5381,120.3644,80.73,73,100
317,Calvinia,ZA,2022-03-30 18:48:29,-31.4707,19.776,63.68,30,100
318,Arcata,US,2022-03-30 18:48:30,40.8665,-124.0828,55.74,71,40
319,Wana,PK,2022-03-30 18:48:31,32.2989,69.5725,65.84,13,0
320,Mandalay,MM,2022-03-30 18:48:31,21.9747,96.0836,84.0,35,48
321,Mizdah,LY,2022-03-30 18:48:32,31.4451,12.9801,82.11,10,37
322,Mwinilunga,ZM,2022-03-30 18:48:33,-11.7358,24.4293,63.99,95,100
323,Moerai,PF,2022-03-30 18:48:33,-22.4333,-151.3333,80.22,69,12
324,Moussoro,TD,2022-03-30 18:48:34,13.6408,16.4901,84.7,5,67
325,Verkhoyansk,RU,2022-03-30 18:48:34,67.5447,133.385,-3.66,100,100
326,Umm Kaddadah,SD,2022-03-30 18:48:35,13.6017,26.6876,75.9,9,50
327,Mareeba,AU,2022-03-30 18:47:10,-17.0,145.4333,65.44,86,100
328,Bama,NG,2022-03-30 18:48:36,11.5221,13.6856,82.31,10,21
329,Iqaluit,CA,2022-03-30 18:48:37,63.7506,-68.5145,29.93,86,100
330,Ambilobe,MG,2022-03-30 18:48:37,-13.2,49.05,73.49,95,11
331,Hasaki,JP,2022-03-30 18:48:38,35.7333,140.8333,52.29,89,13
332,Kangaba,ML,2022-03-30 18:48:38,11.9333,-8.4167,96.42,14,21
333,Baraboo,US,2022-03-30 18:48:39,43.4711,-89.7443,53.74,96,100
334,Porto Novo,BJ,2022-03-30 18:48:39,6.4965,2.6036,85.82,75,74
335,Maniwaki,CA,2022-03-30 18:48:40,46.3834,-75.966,34.18,27,100
336,Te Anau,NZ,2022-03-30 18:48:41,-45.4167,167.7167,53.19,88,100
337,Airai,TL,2022-03-30 18:47:27,-8.9266,125.4092,58.35,92,45
338,Tevriz,RU,2022-03-30 18:48:41,57.509,72.4042,33.01,98,100
339,Lagoa,PT,2022-03-30 18:48:42,39.05,-27.9833,61.56,87,84
340,Jaru,BR,2022-03-30 18:48:42,-10.4389,-62.4664,73.76,96,100
341,Naze,JP,2022-03-30 18:48:43,28.3667,129.4833,65.32,94,98
342,Kodiak,US,2022-03-30 18:48:44,57.79,-152.4072,31.51,93,75
343,Sur,OM,2022-03-30 18:48:44,22.5667,59.5289,79.81,50,0
344,Faya,SA,2022-03-30 18:48:45,18.3851,42.4509,64.51,42,0
345,Bairiki,KI,2022-03-30 18:48:45,1.3292,172.9752,78.8,83,40
346,Madison,US,2022-03-30 18:46:35,34.7334,-86.5667,80.4,36,40
347,Pringsewu,ID,2022-03-30 18:48:46,-5.3582,104.9744,72.82,96,14
348,Middelburg,ZA,2022-03-30 18:48:46,-25.7751,29.4648,65.26,38,4
349,Praia,CV,2022-03-30 18:48:47,14.9215,-23.5087,73.94,64,40
350,Dosso,NE,2022-03-30 18:48:48,13.049,3.1937,87.12,6,86
351,Riberalta,BO,2022-03-30 18:47:13,-10.9833,-66.1,86.2,70,75
352,Vestmanna,FO,2022-03-30 18:48:48,62.1564,-7.1664,32.92,55,20
353,Praia Da Vitoria,PT,2022-03-30 18:48:49,38.7333,-27.0667,62.76,100,75
354,Thetford Mines,CA,2022-03-30 18:48:49,46.0913,-71.3013,33.28,81,100
355,Flin Flon,CA,2022-03-30 18:48:26,54.7682,-101.865,31.84,51,75
356,Ampanihy,MG,2022-03-30 18:48:50,-24.7,44.75,72.09,70,0
357,Medicine Hat,CA,2022-03-30 18:48:02,50.0501,-110.6683,59.43,25,40
358,Olinda,BR,2022-03-30 18:48:51,-8.0089,-34.8553,83.93,74,40
359,Yeniseysk,RU,2022-03-30 18:48:51,58.4497,92.1703,27.19,90,93
360,Marion,US,2022-03-30 18:48:52,39.7684,-86.1555,75.52,45,100
361,Balaguer,ES,2022-03-30 18:48:53,41.7912,0.8109,53.28,95,100
362,Gubbi,IN,2022-03-30 18:47:37,13.3106,76.9444,82.31,36,59
363,Evensk,RU,2022-03-30 18:49:53,61.95,159.2333,9.9,78,100
364,Ambanja,MG,2022-03-30 18:49:54,-13.6833,48.45,75.99,92,81
365,Jeremoabo,BR,2022-03-30 18:49:54,-10.075,-38.4808,92.7,31,13
366,Eyl,SO,2022-03-30 18:49:55,7.9803,49.8164,79.83,74,7
367,Juneau,US,2022-03-30 18:45:33,58.3019,-134.4197,40.21,95,100
368,Along,IN,2022-03-30 18:49:56,28.1667,94.7667,68.22,76,100
369,Fortuna,US,2022-03-30 18:49:56,40.5982,-124.1573,54.86,76,75
370,Hami,CN,2022-03-30 18:49:57,42.8,93.45,45.39,36,14
371,Longyearbyen,SJ,2022-03-30 18:49:57,78.2186,15.6401,8.44,66,0
372,Mehriz,IR,2022-03-30 18:49:58,31.5917,54.4318,61.3,11,68
373,Tuskegee,US,2022-03-30 18:49:58,32.424,-85.6916,83.25,45,96
374,Hobyo,SO,2022-03-30 18:49:59,5.3505,48.5268,81.88,73,5
375,Salinas,US,2022-03-30 18:45:15,36.6777,-121.6555,61.02,79,100
376,Smithers,CA,2022-03-30 18:50:00,54.7804,-127.1743,41.32,52,100
377,Mirnyy,RU,2022-03-30 18:50:00,62.5353,113.9611,15.24,56,100
378,Panguna,PG,2022-03-30 18:50:01,-6.3164,155.4848,68.97,96,99
379,Hervey Bay,AU,2022-03-30 18:50:02,-25.2986,152.8535,70.99,76,3
380,Palaikastron,GR,2022-03-30 18:50:03,35.2,26.25,57.7,80,87
381,Barcelos,PT,2022-03-30 18:50:04,41.5388,-8.6151,56.91,79,93
382,Mumford,GH,2022-03-30 18:50:05,5.2618,-0.759,81.93,84,59
383,Mehamn,NO,2022-03-30 18:50:05,71.0357,27.8492,26.51,83,100
384,Sao Filipe,CV,2022-03-30 18:50:06,14.8961,-24.4956,73.08,71,1
385,Chingirlau,KZ,2022-03-30 18:50:07,51.095,54.0814,38.53,91,100
386,Basco,PH,2022-03-30 18:50:08,20.4487,121.9702,79.99,80,100
387,Russell,US,2022-03-30 18:50:08,32.3502,-85.1999,83.12,42,75
388,Tateyama,JP,2022-03-30 18:50:09,34.9833,139.8667,60.1,91,91
389,Challans,FR,2022-03-30 18:50:09,46.8436,-1.8749,52.0,88,80
390,Pokrovsk,UA,2022-03-30 18:50:10,48.282,37.1758,52.59,68,100
391,Manuk Mangkaw,PH,2022-03-30 18:50:10,4.8,119.85,83.43,68,94
392,Sun City West,US,2022-03-30 18:50:11,33.662,-112.3413,74.53,37,3
393,Hwange,ZW,2022-03-30 18:50:12,-18.3693,26.5019,68.72,85,9
394,Vila Franca Do Campo,PT,2022-03-30 18:50:12,37.7167,-25.4333,64.81,68,51
395,Tabou,CI,2022-03-30 18:50:13,4.423,-7.3528,81.16,80,21
396,San-Pedro,CI,2022-03-30 18:50:13,4.7485,-6.6363,80.74,82,100
397,Codrington,AU,2022-03-30 18:50:14,-38.2667,141.9667,58.8,55,93
398,Nioro,GM,2022-03-30 18:50:14,13.35,-15.75,97.54,18,100
399,Ginda,IN,2022-03-30 18:50:15,30.6945,78.4932,56.48,25,0
400,Batagay,RU,2022-03-30 18:50:16,67.6333,134.6333,-9.22,100,100
401,Bara,NG,2022-03-30 18:48:22,10.3744,10.7288,84.09,8,87
402,Kudahuvadhoo,MV,2022-03-30 18:50:17,2.6708,72.8944,81.97,72,5
403,Varia,FR,2022-03-30 18:50:18,44.5725,-0.1104,54.48,86,100
404,Isangel,VU,2022-03-30 18:50:18,-19.55,169.2667,79.34,88,69
405,Ipixuna,BR,2022-03-30 18:50:19,-1.7625,-48.8043,72.86,99,100
406,Yenagoa,NG,2022-03-30 18:50:20,4.9247,6.2642,82.09,76,93
407,Vila,PT,2022-03-30 18:50:20,42.0304,-8.1588,47.7,65,77
408,Mahibadhoo,MV,2022-03-30 18:50:21,3.7833,72.9667,82.47,70,4
409,Batagay-Alyta,RU,2022-03-30 18:50:21,67.8006,130.4114,-16.08,94,70
410,Najran,SA,2022-03-30 18:51:22,17.4924,44.1277,68.65,19,0
411,Port Keats,AU,2022-03-30 18:51:23,-14.25,129.55,80.65,78,85
412,Cantagalo,BR,2022-03-30 18:51:23,-21.9811,-42.3681,82.98,67,19
413,Gorontalo,ID,2022-03-30 18:51:24,0.5412,123.0595,74.14,91,100
414,Patitirion,GR,2022-03-30 18:51:24,39.15,23.8667,60.37,82,100
415,Neryungri,RU,2022-03-30 18:51:25,56.6709,124.6491,11.8,95,100
416,Rosaryville,US,2022-03-30 18:51:25,38.7568,-76.8097,60.78,45,100
417,Haines Junction,CA,2022-03-30 18:51:26,60.7522,-137.5108,35.55,80,100
418,Banting,MY,2022-03-30 18:51:26,2.8167,101.5,80.74,95,19
419,Tres Arroyos,AR,2022-03-30 18:51:27,-38.3739,-60.2798,54.21,61,83
420,Simbahan,PH,2022-03-30 18:51:28,6.3032,120.5836,82.06,73,62
421,Aginskoye,RU,2022-03-30 18:51:29,51.1,114.53,18.46,52,0
422,Chermoz,RU,2022-03-30 18:51:29,58.787,56.1489,14.54,93,17
423,General Pico,AR,2022-03-30 18:48:17,-35.6566,-63.7568,64.29,19,0
424,Zyryanka,RU,2022-03-30 18:51:30,65.75,150.85,-16.96,100,99
425,Clarence Town,AU,2022-03-30 18:51:30,-32.5833,151.7833,69.71,95,86
426,Tam Ky,VN,2022-03-30 18:51:31,15.5667,108.4833,73.36,95,100
427,Banda Aceh,ID,2022-03-30 18:51:32,5.5577,95.3222,78.75,83,61
428,Portland,US,2022-03-30 18:51:32,45.5234,-122.6762,55.53,78,100
429,Veraval,IN,2022-03-30 18:51:26,20.9,70.3667,77.07,84,5
430,College,US,2022-03-30 18:47:58,64.8569,-147.8028,26.1,61,75
431,Lang Suan,TH,2022-03-30 18:51:33,9.9456,99.0785,77.54,89,0
432,Sabang,ID,2022-03-30 18:51:33,5.8933,95.3214,82.02,74,72
433,Omboue,GA,2022-03-30 18:51:34,-1.5746,9.2618,78.46,86,16
434,Bilma,NE,2022-03-30 18:51:35,18.6853,12.9164,78.44,4,6
435,Husavik,IS,2022-03-30 18:51:35,66.0449,-17.3389,30.22,72,100
436,Gushikawa,JP,2022-03-30 18:51:36,26.3544,127.8686,72.63,100,75
437,San Miguelito,PA,2022-03-30 18:51:36,9.0333,-79.5,91.67,62,40
438,Phangnga,TH,2022-03-30 18:51:37,8.4509,98.5298,78.84,93,4
439,Ulladulla,AU,2022-03-30 18:51:37,-35.35,150.4667,61.7,78,26
440,Rawlins,US,2022-03-30 18:48:36,41.7911,-107.2387,38.35,35,0
441,Sayat,TM,2022-03-30 18:51:38,38.7839,63.8803,51.67,17,0
442,Kindu,CD,2022-03-30 18:51:38,-2.95,25.95,68.92,93,41
443,Voh,NC,2022-03-30 18:51:39,-20.9667,164.7,76.17,92,10
444,Teya,RU,2022-03-30 18:51:40,60.3778,92.6267,26.64,91,100
445,Staryy Nadym,RU,2022-03-30 18:51:40,65.6118,72.6842,27.86,97,100
446,Havre-Saint-Pierre,CA,2022-03-30 18:51:41,50.2334,-63.5986,44.96,53,75
447,Kandrian,PG,2022-03-30 18:48:16,-6.2167,149.55,77.04,89,50
448,Oranjestad,AW,2022-03-30 18:50:05,12.524,-70.027,85.95,58,20
449,Lasa,IT,2022-03-30 18:51:00,46.6166,10.7002,44.37,98,100
450,Severo-Kurilsk,RU,2022-03-30 18:51:43,50.6789,156.125,27.7,84,65
451,Duzce,TR,2022-03-30 18:51:44,40.8389,31.1639,54.25,67,88
452,Mendi,PG,2022-03-30 18:51:44,-6.1761,143.6513,55.11,98,100
453,Channel-Port Aux Basques,CA,2022-03-30 18:51:45,47.5702,-59.1367,32.61,95,100
454,Puerto Ayacucho,VE,2022-03-30 18:51:45,5.6639,-67.6236,93.85,38,84
455,Galesong,ID,2022-03-30 18:51:46,-5.3166,119.3661,75.22,81,100
456,Garissa,KE,2022-03-30 18:51:47,-0.4536,39.6401,84.65,55,93
457,Kismayo,SO,2022-03-30 18:51:47,-0.3582,42.5454,81.55,78,100
458,Tome,CL,2022-03-30 18:52:48,-36.6167,-72.95,63.03,42,98
459,Isiolo,KE,2022-03-30 18:52:48,0.3546,37.5822,70.25,75,63
460,Rawson,AR,2022-03-30 18:52:49,-43.3002,-65.1023,59.14,39,7
461,Henties Bay,NA,2022-03-30 18:52:49,-22.116,14.2845,64.24,85,2
462,Turukhansk,RU,2022-03-30 18:52:50,65.8167,87.9833,32.99,93,100
463,Fort Wellington,GY,2022-03-30 18:52:51,6.4,-57.6,82.47,61,97
464,Jumla,NP,2022-03-30 18:52:51,29.2747,82.1838,47.73,54,0
465,Tiarei,PF,2022-03-30 18:52:52,-17.5333,-149.3333,84.22,68,11
466,Baoshan,CN,2022-03-30 18:52:52,46.5586,131.4244,27.46,64,0
467,Avera,US,2022-03-30 18:52:53,33.194,-82.5271,83.55,35,71
468,Mitu,CO,2022-03-30 18:49:12,1.1983,-70.1733,86.74,58,88
469,Defiance,US,2022-03-30 18:52:54,41.3334,-84.45,68.11,55,100
470,Pochutla,MX,2022-03-30 18:52:54,15.7432,-96.4661,87.82,36,97
471,Labrea,BR,2022-03-30 18:52:55,-7.2586,-64.7981,76.91,85,100
472,Anaconda,US,2022-03-30 18:52:55,46.1285,-112.9423,43.79,42,100
473,Loiza,PR,2022-03-30 18:52:19,18.4313,-65.8802,87.82,63,20
474,Omsukchan,RU,2022-03-30 18:50:01,62.5333,155.8,-0.67,98,100
475,Kawalu,ID,2022-03-30 18:52:56,-7.3817,108.2082,71.71,98,100
476,San Quintin,MX,2022-03-30 18:52:57,30.4833,-115.95,62.87,64,0
477,Taoudenni,ML,2022-03-30 18:48:28,22.6783,-3.9836,87.42,16,100
478,Rincon,US,2022-03-30 18:52:58,32.296,-81.2354,82.85,54,75
479,Santo Domingo,DO,2022-03-30 18:50:18,18.5001,-69.9886,82.04,74,75
480,Mongu,ZM,2022-03-30 18:52:58,-15.2484,23.1274,69.42,86,94
481,Nago,JP,2022-03-30 18:52:59,26.5881,127.9761,72.03,94,99
482,Edson,CA,2022-03-30 18:51:28,53.5835,-116.4356,51.94,40,0
483,Nantucket,US,2022-03-30 18:50:00,41.2835,-70.0995,46.54,36,0
484,Bay-Khaak,RU,2022-03-30 18:53:00,51.1667,94.5,23.56,96,100
485,Port Lincoln,AU,2022-03-30 18:53:00,-34.7333,135.8667,61.56,62,100
486,San Roque,ES,2022-03-30 18:53:01,36.2107,-5.3842,61.63,59,20
487,Elko,US,2022-03-30 18:50:50,41.0002,-115.5012,56.64,34,17
488,Presidente Medici,BR,2022-03-30 18:53:02,-11.1753,-61.9014,79.88,80,76
489,Samarai,PG,2022-03-30 18:49:35,-10.6167,150.6667,81.37,80,90
490,Pyaozerskiy,RU,2022-03-30 18:53:02,65.8333,31.1667,9.79,92,64
491,Damietta,EG,2022-03-30 18:53:03,31.4165,31.8133,60.69,72,4
492,Sukumo,JP,2022-03-30 18:53:04,32.9333,132.7333,60.64,95,81
493,Provost,CA,2022-03-30 18:51:32,52.3501,-110.2683,50.45,31,72
494,Gornoye Loo,RU,2022-03-30 18:53:05,43.7129,39.6049,51.58,79,17
495,Ginir,ET,2022-03-30 18:53:05,7.1333,40.7,60.73,33,69
496,Tilichiki,RU,2022-03-30 18:53:06,60.4667,166.1,6.04,88,100
497,Dawei,MM,2022-03-30 18:53:07,14.0833,98.2,76.77,91,36
498,Itarema,BR,2022-03-30 18:53:07,-2.9248,-39.9167,82.81,76,99
499,Axim,GH,2022-03-30 18:53:08,4.8699,-2.2405,81.37,83,16
500,Zambezi,ZM,2022-03-30 18:53:08,-13.5432,23.1047,66.92,95,100
501,Ostrovnoy,RU,2022-03-30 18:50:48,68.0531,39.5131,14.25,89,100
502,Belaya Gora,RU,2022-03-30 18:53:09,68.5333,146.4167,-26.41,100,98
503,Bartica,GY,2022-03-30 18:53:10,6.4,-58.6167,88.12,48,76
504,Lompoc,US,2022-03-30 18:49:07,34.6391,-120.4579,65.84,83,100
505,Oktyabrskiy,RU,2022-03-30 18:54:10,54.4815,53.471,23.47,95,100
506,Shizunai,JP,2022-03-30 18:54:11,42.3339,142.3669,35.13,74,100
507,Tual,ID,2022-03-30 18:54:12,-5.6667,132.75,79.9,82,100
508,Chadiza,ZM,2022-03-30 18:54:13,-14.0678,32.4392,62.56,97,6
509,Bandarbeyla,SO,2022-03-30 18:54:13,9.4942,50.8122,80.02,74,4
510,Chernyshevskiy,RU,2022-03-30 18:54:14,63.0128,112.4714,4.37,100,100
511,Rocha,UY,2022-03-30 18:54:14,-34.4833,-54.3333,61.09,43,25
512,Jerantut,MY,2022-03-30 18:54:15,3.936,102.3626,73.99,96,40
513,Karachi,PK,2022-03-30 18:54:16,24.9056,67.0822,84.02,26,0
514,Lamar,US,2022-03-30 18:54:16,33.6668,-95.5836,63.25,88,75
515,Elbistan,TR,2022-03-30 18:54:17,38.2059,37.1983,48.06,64,34
516,Vestmannaeyjar,IS,2022-03-30 18:49:36,63.4427,-20.2734,40.19,56,75
517,Lao Cai,VN,2022-03-30 18:54:17,22.4833,103.95,72.63,95,100
518,Shimoda,JP,2022-03-30 18:54:18,34.6667,138.95,56.1,93,100
519,Dudinka,RU,2022-03-30 18:54:18,69.4058,86.1778,24.62,87,100
520,Uniao,BR,2022-03-30 18:54:19,-4.5858,-42.8642,84.94,68,100
521,Sorland,NO,2022-03-30 18:54:20,67.667,12.6934,33.66,56,100
522,Morehead,US,2022-03-30 18:54:21,37.2711,-87.1764,76.78,33,0
523,Hailar,CN,2022-03-30 18:54:21,49.2,119.7,13.82,67,33
524,Riachao,BR,2022-03-30 18:54:22,-7.3619,-46.6172,81.82,72,100
525,Bela Vista,BR,2022-03-30 18:54:22,-22.1089,-56.5211,89.71,46,98
526,Kotelnikovo,RU,2022-03-30 18:54:23,47.6317,43.1461,53.92,62,100
527,Gazimurskiy Zavod,RU,2022-03-30 18:54:24,51.5461,118.3266,3.99,89,17
528,Sahbuz,AZ,2022-03-30 18:54:24,39.4072,45.5739,53.2,51,100
529,Djambala,CG,2022-03-30 18:54:25,-2.5447,14.7533,74.14,68,25
530,Riyadh,SA,2022-03-30 18:49:37,24.6877,46.7219,75.34,11,99
531,Alamogordo,US,2022-03-30 18:53:51,32.8995,-105.9603,58.96,49,75
532,Bandarban,BD,2022-03-30 18:54:26,22.1965,92.2262,71.69,92,42
533,Sistranda,NO,2022-03-30 18:53:48,63.7256,8.834,31.96,57,100
534,Abu Samrah,SY,2022-03-30 18:54:27,35.3029,37.1841,57.09,57,0
535,Sabla,NG,2022-03-30 18:54:27,12.7525,4.7077,87.46,6,22
536,Mayumba,GA,2022-03-30 18:54:28,-3.432,10.6554,77.94,89,63
537,Houma,US,2022-03-30 18:49:42,29.5958,-90.7195,80.01,78,92
538,Nouadhibou,MR,2022-03-30 18:54:29,20.931,-17.0347,69.78,68,0
539,Tessalit,ML,2022-03-30 18:54:29,20.1986,1.0114,87.28,3,12
540,Muros,ES,2022-03-30 18:54:30,42.7762,-9.0603,57.83,68,100
541,Dourados,BR,2022-03-30 18:54:31,-22.2211,-54.8056,90.84,38,0
542,Saint-Imier,CH,2022-03-30 18:54:32,47.1528,6.9969,46.22,89,100
543,Ahipara,NZ,2022-03-30 18:54:32,-35.1667,173.1667,61.88,87,44
544,Madang,PG,2022-03-30 18:54:33,-5.2246,145.7966,74.89,96,100
545,Mao,ES,2022-03-30 18:54:34,39.8885,4.2658,52.36,93,75
546,Orikhiv,UA,2022-03-30 18:54:34,47.5673,35.7858,53.31,65,78
547,Oistins,BB,2022-03-30 18:49:58,13.0667,-59.5333,82.49,65,75
548,Boyolangu,ID,2022-03-30 18:54:35,-8.1181,111.8935,75.7,89,90
549,Ust-Nera,RU,2022-03-30 18:54:35,64.5667,143.2,-13.25,100,94
550,Ermelo,ZA,2022-03-30 18:54:36,-26.5333,29.9833,56.14,52,1
551,Ozieri,IT,2022-03-30 18:55:36,40.586,9.0012,51.33,94,100
552,Javanrud,IR,2022-03-30 18:55:37,34.7961,46.5172,54.86,37,100
553,Toamasina,MG,2022-03-30 18:55:37,-18.1667,49.3833,77.0,88,40
554,Zdvinsk,RU,2022-03-30 18:55:38,54.7021,78.661,33.76,90,100
555,Lupiro,TZ,2022-03-30 18:55:39,-8.3833,36.6667,70.12,98,100
556,Sinjai,ID,2022-03-30 18:55:40,-5.1241,120.253,74.55,96,100
557,Rio Gallegos,AR,2022-03-30 18:55:40,-51.6226,-69.2181,55.45,41,75
558,Lebedinyy,RU,2022-03-30 18:55:41,58.5167,125.5167,13.89,96,100
